trackID	hörspielID	position	abweichenderTitel
1897	204	6	
1898	204	7	
1899	204	8	
1900	204	9	
1901	204	10	
1902	204	11	
1903	205	1	
1904	205	2	
1905	205	3	
1906	205	4	
1907	205	5	
1908	205	6	
1909	205	7	
1910	205	8	
1911	205	9	
1912	205	10	
1913	206	1	
1914	206	2	
1915	206	3	
1916	206	4	
1917	206	5	
1918	206	6	
1919	206	7	
1920	206	8	
1921	206	9	
1922	206	10	
1923	206	11	
1924	206	12	
1925	206	13	
1926	206	14	
1927	206	15	
1928	206	16	
1929	206	17	
1930	206	18	
1931	206	19	
1932	206	20	
1933	206	21	
1934	206	22	
1935	206	23	
1936	206	24	
1937	207	1	
1938	207	2	
1939	207	3	
1940	207	4	
1941	207	5	
1942	207	6	
1943	207	7	
1944	207	8	
1945	207	9	
1946	207	10	
1947	207	11	
1948	208	1	
1949	208	2	
1950	208	3	
1951	208	4	
1952	208	5	
1953	208	6	
1954	208	7	
1955	208	8	
1956	208	9	
1957	209	1	
1958	209	2	
1959	209	3	
1960	209	4	
1961	209	5	
1962	209	6	
1963	209	7	
1964	209	8	
1965	209	9	
1966	209	10	
1967	209	11	
1968	209	12	
1969	209	13	
1970	209	14	
1971	209	15	
1972	211	1	Inszenierung neuer Geschichten
1973	211	2	Die Worte einer Lügenhexe
1974	211	3	Prinzessin in Champagnerlaune
1975	212	1	Kopfschmerzen
1976	212	2	Erwischt!
1977	212	3	Bobby
1978	213	1	Alles weg!
1979	213	2	Gruselstimme
1980	213	3	Aufwendiges Vorhaben
1981	214	1	Rien ne va plus
1982	214	2	Blutspuren
1983	214	3	Abgekartetes Spiel
1984	215	1	Überraschung!
1985	215	2	Arges Misstrauen
1986	215	3	Sieben harte Stunden
1987	216	1	Böse Macht im Grab
1988	216	2	Auf dem Geisterschiff
1989	216	3	Freier Wille
1990	217	1	In Angst und Schrecken
1991	217	2	Gescanntes Areal
1992	217	3	Des Rätsels Lösung
1993	218	1	
1994	218	2	
1995	218	3	
1996	218	4	
1997	218	5	
1998	218	6	
1999	218	7	
2000	218	8	
2001	218	9	
2002	218	10	
2003	219	1	
2004	219	2	
2005	219	3	
2006	219	4	
2007	219	5	
2008	219	6	
2009	219	7	
2010	219	8	
2011	219	9	
2012	219	10	
2013	220	1	
2014	220	2	
2015	220	3	
2016	220	4	
2017	220	5	
2018	220	6	
2019	220	7	
2020	220	8	
2021	220	9	
2022	220	10	
2023	220	11	
2024	221	1	
2025	221	2	
2026	221	3	
2027	221	4	
2028	221	5	
2029	221	6	
2030	221	7	
2031	221	8	
2032	221	9	
2033	221	10	
2034	222	1	
2035	222	2	
2036	222	3	
2037	222	4	
2038	222	5	
2039	222	6	
2040	222	7	
2041	222	8	
2042	222	9	
2043	222	10	
2044	222	11	
2045	223	1	
2046	223	2	
2047	223	3	
2048	223	4	
2049	223	5	
2050	223	6	
2051	223	7	
2052	223	8	
2053	223	9	
2054	223	10	
2055	224	1	
2056	224	2	
2057	224	3	
2058	224	4	
2059	224	5	
2060	224	6	
2061	224	7	
2062	224	8	
2063	224	9	
2064	226	1	
2065	226	2	
2066	226	3	
2067	226	4	
2068	226	5	
2069	226	6	
2070	226	7	
2071	226	8	
2072	226	9	
2073	226	10	
2074	226	11	
2075	226	12	
2076	227	1	
2077	227	2	
2078	227	3	
2079	227	4	
2080	227	5	
2081	227	6	
2082	227	7	
2083	227	8	
2084	227	9	
2085	228	1	
2086	228	2	
2087	228	3	
2088	228	4	
2089	228	5	
2090	228	6	
2091	228	7	
2092	228	8	
2093	229	1	
2094	229	2	
2095	229	3	
2096	229	4	
2097	229	5	
2098	229	6	
2099	229	7	
2100	229	8	
2101	229	9	
2102	229	10	
2103	229	11	
2104	229	12	
2105	230	1	
2106	230	2	
2107	230	3	
2108	230	4	
2109	230	5	
2110	230	6	
2111	230	7	
2112	230	8	
2113	230	9	
2114	231	1	
2115	231	2	
2116	231	3	
2117	231	4	
2118	231	5	
2119	231	6	
2120	231	7	
2121	231	8	
2122	231	9	
2123	232	1	
2124	232	2	
2125	232	3	
2126	232	4	
2127	232	5	
2128	232	6	
2129	232	7	
2130	232	8	
2131	233	1	
2132	233	2	
2133	233	3	
2134	233	4	
2135	233	5	
2136	233	6	
2137	233	7	
2138	233	8	
2139	235	1	Sieben
2140	235	2	Variationen
2141	235	3	Elf
2142	236	1	Der absolute Hammer
2143	236	2	Die Botschaft
2144	236	3	Ablenkungsmanöver
2145	237	1	Ein emotionales Gespräch
2146	237	2	Eindeutiges Foto
2147	238	1	Überraschung
2148	238	2	Ein schlechter Scherz
2149	238	3	Ein Ass im Ärmel
2150	239	1	Jetzt
2151	239	2	Die Aufzeichnung
2152	239	3	Vorwärts
2153	240	1	Die richtige Perspektive
2154	240	2	Die nächste Stufe
2155	240	3	Einfach galaktisch!
2156	240	4	Objekt der Begierde
2157	241	1	
2158	241	2	
2159	241	3	
2160	241	4	
2161	241	5	
2162	241	6	
2163	241	7	
2164	241	8	
2165	242	1	
2166	242	2	
2167	242	3	
2168	242	4	
2169	242	5	
2170	242	6	
2171	242	7	
2172	243	1	
2173	243	2	
2174	243	3	
2175	243	4	
2176	243	5	
2177	243	6	
2178	243	7	
2179	243	8	
2180	244	1	
2181	244	2	
2182	244	3	
2183	244	4	
2184	244	5	
2185	244	6	
2186	244	7	
2187	244	8	
2188	244	9	
2189	244	10	
2190	244	11	
2191	244	12	
2192	244	13	
2193	244	14	
2194	244	15	
2195	244	16	
2196	244	17	
2197	244	18	
2198	244	19	
2199	244	20	
2200	244	21	
2201	244	22	
2202	244	23	
2203	244	24	
2204	245	1	
2205	245	2	
2206	245	3	
2207	245	4	
2208	245	5	
2209	245	6	
2210	246	1	
2211	246	2	
2212	246	3	
2213	246	4	
2214	246	5	
2215	246	6	
2216	246	7	
2217	246	8	
2218	246	9	
2219	247	1	
2220	247	2	
2221	247	3	
2222	247	4	
2223	247	5	
2224	247	6	
2225	247	7	
2226	247	8	
2227	248	1	
2228	248	2	
2229	248	3	
2230	248	4	
2231	248	5	
2232	248	6	
2233	248	7	
2234	248	8	
2235	248	9	
2236	248	10	
2237	248	11	
2238	248	12	
2239	249	1	
2240	249	2	
2241	249	3	
2242	249	4	
2243	249	5	
2244	249	6	
2245	249	7	
2246	249	8	
2247	249	9	
2248	250	1	
2249	250	2	
2250	250	3	
2251	250	4	
2252	250	5	
2253	250	6	
2254	250	7	
2255	250	8	
2256	250	9	
2257	250	10	
2258	250	11	
2259	250	12	
2260	251	1	
2261	251	2	
2262	251	3	
2263	251	4	
2264	251	5	
2265	251	6	
2266	251	7	
2267	251	8	
2268	251	9	
2269	251	10	
2270	252	1	
2271	252	2	
2272	252	3	
2273	252	4	
2274	252	5	
2275	252	6	
2276	252	7	
2277	252	8	
2278	252	9	
2279	252	10	
2280	252	11	
2281	253	1	
2282	253	2	
2283	253	3	
2284	253	4	
2285	253	5	
2286	253	6	
2287	253	7	
2288	253	8	
2289	254	1	
2290	254	2	
2291	254	3	
2292	254	4	
2293	254	5	
2294	254	6	
2295	255	1	
2296	255	2	
2297	255	3	
2298	255	4	
2299	255	5	
2300	255	6	
2301	255	7	
2302	255	8	
2303	256	1	
2304	256	2	
2305	256	3	
2306	256	4	
2307	256	5	
2308	256	6	
2309	256	7	
2310	256	8	
2311	257	1	
2312	257	2	
2313	257	3	
2314	257	4	
2315	257	5	
2316	257	6	
2317	257	7	
2318	257	8	
2319	258	1	
2320	258	2	
2321	258	3	
2322	258	4	
2323	258	5	
2324	258	6	
2325	258	7	
2326	258	8	
2327	259	1	
2328	259	2	
2329	259	3	
2330	259	4	
2331	259	5	
2332	259	6	
2333	259	7	
2334	261	1	Gefesselt
2335	261	2	Betäubt
2336	261	3	Verrostet
2337	262	1	Ohne Gewissen
2338	262	2	Ohne Rücksicht
2339	262	3	Ohne Reue
2340	263	1	Unverschämter Kerl
2341	263	2	Dunkelrestaurant
2342	263	3	Kontaktschranke
2343	264	1	Albtraum?
2344	264	2	Das Herz von Afrika
2345	264	3	Lasso-Künste
2346	265	1	Wasserdichte Alibis
2347	265	2	Kriminelle Abwege
2348	265	3	Tägliches Training
2349	266	1	Grabesstille
2350	266	2	Demokratische Abstimmung
2351	266	3	Fall gelöst
2352	267	1	
2353	267	2	
2354	267	3	
2355	267	4	
2356	267	5	
2357	267	6	
2358	267	7	
2359	267	8	
2360	268	1	
2361	268	2	
2362	268	3	
2363	268	4	
2364	268	5	
2365	268	6	
2366	268	7	
2367	268	8	
2368	268	9	
2369	269	1	
2370	269	2	
2371	269	3	
2372	269	4	
2373	269	5	
2374	269	6	
2375	269	7	
2376	269	8	
2377	269	9	
2378	269	10	
2379	269	11	
2380	269	12	
2381	269	13	
2382	269	14	
2383	270	1	
2384	270	2	
2385	270	3	
2386	270	4	
2387	270	5	
2388	270	6	
2389	270	7	
2390	270	8	
2391	271	1	
2392	271	2	
2393	271	3	
2394	271	4	
2395	271	5	
2396	271	6	
2397	271	7	
2398	271	8	
2399	272	1	
2400	272	2	
2401	272	3	
2402	272	4	
2403	272	5	
2404	272	6	
2405	272	7	
2406	272	8	
2407	272	9	
2408	272	10	
2409	272	11	
2410	272	12	
2411	272	13	
2412	272	14	
2413	272	15	
2414	272	16	
2415	272	17	
2416	272	18	
2417	272	19	
2418	272	20	
2419	272	21	
2420	272	22	
2421	272	23	
2422	272	24	
2423	273	1	
2424	273	2	
2425	273	3	
2426	273	4	
2427	273	5	
2428	273	6	
2429	273	7	
2430	273	8	
2431	273	9	
2432	274	1	
2433	274	2	
2434	274	3	
2435	274	4	
2436	274	5	
2437	274	6	
2438	274	7	
2439	274	8	
2440	274	9	
2441	274	10	
2442	274	11	
2443	274	12	
2444	274	13	
2445	274	14	
2446	274	15	
2447	274	16	
2448	275	1	
2449	275	2	
2450	275	3	
2451	275	4	
2452	275	5	
2453	275	6	
2454	275	7	
2455	276	1	
2456	276	2	
2457	276	3	
2458	276	4	
2459	276	5	
2460	276	6	
2461	276	7	
2462	276	8	
2463	277	1	
2464	277	2	
2465	277	3	
2466	277	4	
2467	277	5	
2468	277	6	
2469	277	7	
2470	277	8	
2471	277	9	
2472	277	10	
2473	278	1	
2474	278	2	
2475	278	3	
2476	278	4	
2477	278	5	
2478	278	6	
2479	279	1	
2480	279	2	
2481	279	3	
2482	279	4	
2483	279	5	
2484	279	6	
2485	280	1	
2486	280	2	
2487	280	3	
2488	280	4	
2489	280	5	
2490	280	6	
2491	281	1	
2492	281	2	
2493	281	3	
2494	281	4	
2495	281	5	
2496	281	6	
2497	282	1	
2498	282	2	
2499	282	3	
2500	282	4	
2501	282	5	
2502	282	6	
2503	282	7	
2504	282	8	
2505	282	9	
2506	282	10	
2507	282	11	
2508	282	12	
2509	282	13	
2510	282	14	
2511	282	15	
2512	282	16	
2513	282	17	
2514	282	18	
2515	282	19	
2516	282	20	
2517	282	21	
2518	282	22	
2519	282	23	
2520	282	24	
2521	283	1	
2522	283	2	
2523	283	3	
2524	283	4	
2525	283	5	
2526	283	6	
2527	283	7	
2528	283	8	
2529	283	9	
2530	283	10	
2531	283	11	
2532	283	12	
2533	283	13	
2534	283	14	
2535	283	15	
2536	283	16	
2537	283	17	
2538	283	18	
2539	283	19	
2540	283	20	
2541	284	1	
2542	284	2	
2543	284	3	
2544	284	4	
2545	284	5	
2546	284	6	
2547	285	1	
2548	285	2	
2549	285	3	
2550	285	4	
2551	285	5	
2552	285	6	
2553	285	7	
2554	286	1	
2555	286	2	
2556	286	3	
2557	286	4	
2558	286	5	
2559	286	6	
2560	287	1	
2561	287	2	
2562	287	3	
2563	287	4	
2564	287	5	
2565	287	6	
2566	288	1	
2567	288	2	
2568	288	3	
2569	288	4	
2570	288	5	
2571	288	6	
2572	288	7	
2573	289	1	
2574	289	2	
2575	289	3	
2576	289	4	
2577	289	5	
2578	289	6	
2579	289	7	
2580	290	1	
2581	290	2	
2582	290	3	
2583	290	4	
2584	290	5	
2585	290	6	
2586	291	1	
2587	291	2	
2588	291	3	
2589	291	4	
2590	291	5	
2591	291	6	
2592	291	7	
2593	291	8	
2594	292	1	
2595	292	2	
2596	292	3	
2597	292	4	
2598	292	5	
2599	292	6	
2600	292	7	
2601	292	8	
2602	292	9	
2603	293	1	
2604	293	2	
2605	293	3	
2606	293	4	
2607	293	5	
2608	293	6	
2609	293	7	
2610	293	8	
2611	294	1	
2612	294	2	
2613	294	3	
2614	294	4	
2615	294	5	
2616	294	6	
2617	294	7	
2618	294	8	
2619	295	1	
2620	295	2	
2621	295	3	
2622	295	4	
2623	295	5	
2624	295	6	
2625	295	7	
2626	295	8	
2627	295	9	
2628	295	10	
2629	295	11	
2630	295	12	
2631	295	13	
2632	295	14	
2633	295	15	
2634	295	16	
2635	295	17	
2636	295	18	
2637	295	19	
2638	295	20	
2639	295	21	
2640	295	22	
2641	295	23	
2642	295	24	
2643	296	1	
2644	296	2	
2645	296	3	
2646	296	4	
2647	296	5	
2648	296	6	
2649	296	7	
2650	296	8	
2651	297	1	
2652	297	2	
2653	297	3	
2654	297	4	
2655	297	5	
2656	297	6	
2657	297	7	
2658	297	8	
2659	297	9	
2660	297	10	
2661	298	1	
2662	298	2	
2663	298	3	
2664	298	4	
2665	298	5	
2666	298	6	
2667	298	7	
2668	298	8	
2669	298	9	
2670	299	1	
2671	299	2	
2672	299	3	
2673	299	4	
2674	299	5	
2675	299	6	
2676	299	7	
2677	299	8	
2678	300	1	
2679	300	2	
2680	300	3	
2681	300	4	
2682	300	5	
2683	300	6	
2684	300	7	
2685	300	8	
2686	301	1	
2687	301	2	
2688	301	3	
2689	301	4	
2690	301	5	
2691	301	6	
2692	301	7	
2693	301	8	
2694	301	9	
2695	301	10	
2696	301	11	
2697	301	12	
2698	301	13	
2699	301	14	
2700	301	15	
2701	301	16	
2702	301	17	
2703	301	18	
2704	301	19	
2705	301	20	
2706	301	21	
2707	301	22	
2708	301	23	
2709	301	24	
2710	302	1	
2711	302	2	
2712	302	3	
2713	302	4	
2714	302	5	
2715	302	6	
2716	302	7	
2717	302	8	
2718	303	1	
2719	303	2	
2720	303	3	
2721	303	4	
2722	303	5	
2723	303	6	
2724	303	7	
2725	303	8	
2726	303	9	
2727	303	10	
2728	303	11	
2729	303	12	
2730	303	13	
2731	303	14	
2732	303	15	
2733	303	16	
2734	303	17	
2735	303	18	
2736	304	1	
2737	304	2	
2738	304	3	
2739	304	4	
2740	304	5	
2741	304	6	
2742	305	1	
2743	305	2	
2744	305	3	
2745	305	4	
2746	305	5	
2747	305	6	
2748	306	1	
2749	306	2	
2750	306	3	
2751	306	4	
2752	306	5	
2753	306	6	
2754	306	7	
2755	306	8	
