trackID	mediumID	position	titel	dauer
1041	128	2	Unsanftes Erwachen	511640
1042	128	3	Notlandung im Nirgendwo	209147
1043	128	4	Das Bermuda-Dreieck	397146
1044	128	5	Ein unheimliches Haus	271840
1045	128	6	Schockierende Erkenntnis	313627
1046	128	7	Verschollen in der Zeit	181507
1047	128	8	Flucht in den Dschungel	233773
1048	128	9	Die rätselhafte Uniform	544547
1049	128	10	Triumph der Logik	143306
1050	128	11	Der Hinterhalt	343320
1051	128	12	Die Maske fällt	564640
1052	128	13	Zurück in der Gegenwart	179920
1053	129	1	Intro	127747
1054	129	2	Ankunft Hotel	553200
1055	129	3	Entscheidung: Zimmer oder Restaurant	63760
1056	129	4	Zimmer	188253
1057	129	5	Entscheidung: Tür offen oder Klimaanlage	74800
1058	129	6	Tür offen	157573
1059	129	7	Entscheidung: Tür schließen oder Flur	46494
1060	129	8	Tür schließen	200293
1061	129	9	Entscheidung: Mr. Stanley oder Auto holen	45400
1062	129	10	Mr. Stanley	237413
1063	129	11	Auto holen	220280
1064	129	12	Flur	146014
1065	129	13	Entscheidung: Flucht oder Ausrede	43120
1066	129	14	Flucht	250333
1067	129	15	Ausrede	223587
1068	129	16	Klimaanlage	286173
1069	129	17	Entscheidung: Annehmen oder Ablehnen	52067
1070	129	18	Annehmen	137666
1071	129	19	Entscheidung: Essen oder Auflegen	73347
1072	129	20	Essen	187880
1073	129	21	Auflegen	287907
1074	129	22	Ablehnen	118400
1075	129	23	Entscheidung: Befreien oder Fragen stellen	84306
1076	129	24	Befreien	256107
1077	129	25	Fragen stellen	239960
1078	130	1	Intro	118600
1079	130	2	Ankunft Hotel	511547
1080	130	3	Entscheidung: Zimmer oder Restaurant	60586
1081	130	4	Restaurant	242014
1082	130	5	Entscheidung: Gästebuch oder Sachen holen	91546
1083	130	6	Gästebuch	142214
1084	130	7	Entscheidung: Zimmer 113 oder Flucht	66786
1085	130	8	Zimmer 113	225227
1086	130	9	Entscheidung: Verstecken oder Polizei	65067
1087	130	10	Verstecken	193373
1088	130	11	Polizei	200200
1089	130	12	Flucht	274093
1090	130	13	Entscheidung: Laufen oder Ausleihen	48534
1091	130	14	Laufen	222586
1092	130	15	Ausleihen	296640
1093	130	16	Sachen holen	208854
1094	130	17	Entscheidung: 7. Stock oder Zimmer	62000
1095	130	18	7. Stock	77506
1096	130	19	Entscheidung: Hilferuf oder Autoschlüssel	62160
1097	130	20	Hilferuf	317307
1098	130	21	Autoschlüssel	208133
1099	130	22	Zimmer	385387
1100	130	23	Entscheidung: Wecken oder KO schlagen	99187
1101	130	24	Wecken	459320
1102	130	25	KO schlagen	189453
1103	131	1	Der gelöste Kriminalfall	234067
1104	131	2	Neue Spuren?	459786
1105	131	3	Besuch bei Mr. Walker	695920
1106	131	4	Ein leeres Blatt Papier	330854
1107	131	5	Der alte Bahnhofsvorsteher	713560
1108	131	6	Unter den Gleisen	390533
1109	131	7	Der unbekannte Sohn	459173
1110	131	8	CC-DC-DC-OA 14, AAH-CI-CA-EC 23	306747
1111	131	9	Doc Brown	382253
1112	131	10	Lebenslänglich für drei Detektive	324974
1113	131	11	Jeden Tag eine gute Tat	449266
1114	132	1	Ein Star braucht Hilfe	232867
1115	132	2	Gürtel, Karte, Taste	368373
1116	132	3	Die Fährte nach Marokko	630933
1117	132	4	Eine legendäre Bar	488094
1118	132	5	Der rätselhafte Drink	497053
1119	132	6	Salon Moskva	452253
1120	132	7	Mademoiselle Nadine	345934
1121	132	8	Bobs Frisuren-Trauma	323466
1122	132	9	Smith & Wesson weisen den Weg	248267
1123	132	10	Showdown in der Finsternis	284333
1124	132	11	Lektion für den Meisterdetektiv	537947
1125	133	1	Gewonnen!	231600
1126	133	2	Attentat	659973
1127	133	3	Kreidebleich	143934
1128	133	4	Spiegel der Seele	526040
1129	133	5	Attacke	173493
1130	133	6	Vollgas	704560
1131	133	7	Gage	134120
1132	133	8	Überwacht	157333
1133	133	9	Verhaftet	209974
1134	133	10	Endspiel	983733
1135	134	1	Nebel	387347
1136	134	2	Ashoona	390173
1137	134	3	Geisterstunde	481947
1138	134	4	Erdbeben	409000
1139	134	5	Treffen im Wald	429666
1140	134	6	Fehlende Seiten	605040
1141	134	7	Im Filmstudio	311307
1142	134	8	Der Plan	287160
1143	134	9	Explosion	422800
1144	134	10	Ashoonas Schatz	196480
1145	135	1	Nächtliche Begegnung	415427
1146	135	2	Ein Geist in der Zentrale	581600
1147	135	3	Gut versichert!	701093
1148	135	4	Les Centuries	669160
1149	135	5	Dunkle Vorahnungen	576707
1150	135	6	Ausgetrickst	676306
1151	135	7	Erklärungen	388827
1152	135	8	Blick in die Zukunft	618240
1153	136	1	Fehlende Erinnerung	199973
1154	136	2	Filmriss	319094
1155	136	3	Eins, Punkt, Fragezeichen	241466
1156	136	4	Hasta la vista!	131667
1157	136	5	Verdächtiges Individuum	183280
1158	136	6	Fliegende Orangen	257000
1159	136	7	Absolute Dunkelheit	185587
1160	136	8	Gequirlter Blödsinn	157506
1161	136	9	Hilfeschrei	157640
1162	136	10	Amnesie	479720
1163	136	11	Überzeugende Schauspielkunst	148334
1164	136	12	Notbremse	785466
1165	136	13	In Deckung!	515614
1166	137	1	Kein Platz mehr frei!	480747
1167	137	2	Entgleist?	641506
1168	137	3	Wertvolles Indiz	605694
1169	137	4	In der Sackgasse	277186
1170	137	5	Der "Chinesentunnel"	506800
1171	137	6	Durchleuchtete Puppen	455454
1172	137	7	Arg konstruiert	124040
1173	137	8	Hände hoch!	322533
1174	137	9	Gold!	80800
1175	138	1	Abergläubische Großeltern	305107
1176	138	2	Schock!	546240
1177	138	3	Totenuhr im Wohnzimmer	293546
1178	138	4	Dunkler Punkt in der Vergangenheit	370694
1179	138	5	Herzanfall!	311013
1180	138	6	Verfluchte Grabkammer	458480
1181	138	7	Völlig desorientiert	192773
1182	138	8	In der Falle	350040
1183	138	9	Der Schreck in den Gliedern	281907
1184	138	10	Im Hexenkessel	74533
1185	138	11	Angst und Abscheu	492880
1186	139	1	Entführt!	579907
1187	139	2	Eine Million Dollar	397653
1188	139	3	Nichts wie weg!	421493
1189	139	4	Ein unwesentlicher Kollege	278320
1190	139	5	Auf den Fersen	98840
1191	139	6	Genialer Plan	189187
1192	139	7	Die Jagd beginnt	145867
1193	139	8	Wo ist der Entführer?	102946
1194	139	9	Gratulation!	242587
1195	139	10	Überfall	185053
1196	139	11	Nachtwanderung	130694
1197	139	12	Zerschmettert	268680
1198	139	13	Kleinholz	258200
1199	139	14	Minderjährig	129333
1200	139	15	Abschiedskonzert	562160
1201	140	1	Flammen in der Nacht	687307
1202	140	2	Jaccards Briefe	797773
1203	140	3	Hinterher!	130813
1204	140	4	Das blanke Entsetzen	241040
1205	140	5	Juniordetektive auf der falschen Bahn	347840
1206	140	6	Recherchen	267694
1207	140	7	Fünf vor zwölf	220413
1208	140	8	Zwölf Uhr Mittags	160880
1209	140	9	Das Angebot	528827
1210	140	10	Präpariertes Päckchen	73066
1211	140	11	Entwischt!	650934
1212	140	12	"Zwischen 1 und 2"	381760
1213	141	1	Das Schweigen des Meisterdiebs	347000
1214	141	2	Überwacht	142160
1215	141	3	Hugenays Geschichte	515853
1216	141	4	Erpressung	394334
1217	141	5	Keine Spur im Sand	114800
1218	141	6	Quitt	142706
1219	141	7	Erwischt!	239480
1220	141	8	Gratulation	155374
1221	141	9	Observation Kunstexpertin	165560
1222	141	10	Spitznamen	286573
1223	141	11	Der Weltenseher	291413
1224	141	12	Baupläne	445774
1225	141	13	Erdrutsch	683053
1226	141	14	"Zwischen 11 und 12"	242133
1227	142	1	Blanker Unsinn	313253
1228	142	2	Schock!	77134
1229	142	3	Stromausfall	299000
1230	142	4	Blick in die Zukunft	153360
1231	142	5	Menschenleer	173466
1232	142	6	Skrupel	158694
1233	142	7	Verschlossen	574146
1234	142	8	Überraschung	155507
1235	142	9	Verbündet	891627
1236	142	10	Verhaftet	131546
1237	142	11	Die halbe Wahrheit	299440
1238	142	12	Eine letzte Bitte	209680
1239	142	13	Die ganze Wahrheit	234734
1240	142	14	Die Würde	287693
1241	142	15	Der Brief	223933
1242	142	16	"Nach 15"	281334
1243	143	1	Stuarts Geheimnis	556333
1244	143	2	Hausdurchsuchung	347574
1245	143	3	Von der Kamera erfasst	327613
1246	143	4	Abwechslung	335733
1247	143	5	Spuren	446507
1248	143	6	Beerdigt	346200
1249	143	7	Verschwunden!	96107
1250	143	8	Sonne und Mond	320200
1251	143	9	Wandelnde Leiche	254000
1252	143	10	Am Grunde böser Schreie	578733
1253	143	11	Licht an!	383933
1254	144	1	Der Held von Carino Beach	451547
1255	144	2	Einbruch mit Folgen	330240
1256	144	3	Cotta ruft	114320
1257	144	4	Falsche Zeugenaussage	394440
1258	144	5	Besuch im Museum	437186
1259	144	6	Logische Lücken	305347
1260	144	7	Drohanruf	485720
1261	144	8	Great Deliverance	438853
1262	144	9	Böser Fehler	302600
1263	144	10	Unerwartete Hilfe	292520
1264	144	11	Teersee	546520
1265	144	12	Ende und Aus	291360
1266	145	1	Geisterstunde	677293
1267	145	2	Erste Ermittlungen	614427
1268	145	3	KCY	241280
1269	145	4	Die Botschaft des Talismans	580133
1270	145	5	Hotel Pacific Pearl	313387
1271	145	6	Fragen und Fallen	66173
1272	145	7	In der Geisterstadt	615694
1273	145	8	Verstorben	103720
1274	145	9	Niedergeschlagen	386213
1275	145	10	Wilde Kirschen	179093
1276	145	11	Magnesiumblitz	233720
1277	145	12	Die Juwelen	401774
1278	146	1	Verschwunden	244173
1279	146	2	Das Rätsel der Sphinx	689747
1280	146	3	Widerstand zwecklos	185853
1281	146	4	Kamele	172614
1282	146	5	In der Grabanlage	259226
1283	146	6	Handelseinig	92694
1284	146	7	Sonderbare Gravur	485240
1285	146	8	Verfolgt	250720
1286	146	9	Arabische Zeichen	242586
1287	146	10	Entführt	170267
1288	146	11	SMS aus dem Grab	110400
1289	146	12	Angriff	211853
1290	146	13	Die Königin der Weisheit	439160
1291	146	14	Verschleiert	284200
1292	146	15	Im Sendebereich	228054
1293	146	16	Betäubt	434773
1294	146	17	Letzte Fragen	232827
1295	147	1	Vorsicht, zerbrechlich!	774640
1296	147	2	Prinz Eisenherz	270973
1297	147	3	Ein alter Bekannter	238507
1298	147	4	Endlich eine Spur	221813
1299	147	5	Einbruch	378280
1300	147	6	Aufdringlicher Kunde	202067
1301	147	7	20.000 Dollar	189853
1302	147	8	Schonfrist	106787
1303	147	9	Belauscht	138413
1304	147	10	Beweisfoto	92574
1305	147	11	Fehlende Informationen	209000
1306	147	12	In der Falle	59720
1307	147	13	Original und Fälschung	168280
1308	147	14	Die MVUM	269293
1309	147	15	Hellen oder Heather?	183133
1310	147	16	Scherben bringen Glück	609227
1311	148	1	Marriott's Island	349787
1312	148	2	Das Haus der Geister	653866
1313	148	3	Der Mörder geht um	560547
1314	148	4	Das Fenster im Boden	1024027
1315	148	5	Schritte in der Wand	288986
1316	148	6	Das Archiv	360720
1317	148	7	Es stinkt	319267
1318	148	8	Bericht aus der Hölle	325293
1319	148	9	Das Spiel ist aus	360467
1320	149	1	Eine Dame verschwindet	424653
1321	149	2	Andromeda	286307
1322	149	3	Kassiopeia	243867
1323	149	4	Spuk im Netz	296560
1324	149	5	Professor Alkurah	139920
1325	149	6	Die weiße Frau	514346
1326	149	7	In Kepheus Haus	675734
1327	149	8	Ketus	615240
1328	149	9	Untergang	602760
1329	150	1	Hilfe, ein Zwerg!	314427
1330	150	2	Das Grauen in der Tiefe	348040
1331	150	3	Das Versteck	164893
1332	150	4	Zwergenkunst	144067
1333	150	5	Ein Käfer wird misshandelt	187146
1334	150	6	Flucht nach vorne!	231480
1335	150	7	Abwärts	661387
1336	150	8	Haifischfutter	500667
1337	150	9	Ein tierisches Geheimnis	921786
1338	151	1	Noch mal Glück gehabt!	276800
1339	151	2	Angst	573160
1340	151	3	Beschattung	306747
1341	151	4	Böser Geist	291426
1342	151	5	Verschüttet	322454
1343	151	6	Ordnung kehrt ein	298040
1344	151	7	Geschäftsgeheimnis	124600
1345	151	8	Neuer Entschluss	87160
1346	151	9	Fototrick	321573
1347	151	10	Es entwickelt sich	155227
1348	151	11	Der tote Mönch	565266
1349	151	12	Seltener Name	304934
1350	151	13	Letzte Ergebnisse	402200
1351	152	1	Auf der Flucht	137213
1352	152	2	Die rätselhaften Bilder	421147
1353	152	3	Der Schatz	381040
1354	152	4	Ort der Hinterlassenschaft	97453
1355	152	5	Ein verlockendes Angebot	187000
1356	152	6	Entwischt	189734
1357	152	7	Enträtselt	208026
1358	152	8	Auf festem Boden	195040
1359	152	9	Das Wrack	161934
1360	152	10	Flackerndes Licht	130933
1361	152	11	Die drei Feuerlöscher	525520
1362	152	12	Am Ziel	124413
1363	152	13	Rettung!?	304334
1364	152	14	Schock in der Tiefe	296560
1365	152	15	Die Nerven liegen blank	172360
1366	152	16	Hände hoch!	595560
1367	152	17	Gratulation	142746
1368	153	1	Ein neuer Fall	144133
1369	153	2	Der Mann im Wasser	457880
1370	153	3	Ein Arzt muss her!	139240
1371	153	4	Heiße Dusche	457707
1372	153	5	Das Phantom von Ridgelake	250240
1373	153	6	Auf der Lauer	493693
1374	153	7	Schlachtpläne	385907
1375	153	8	Hinab in die Tiefe	217960
1376	153	9	Luftnot	118013
1377	153	10	Tiefenrausch	343174
1378	153	11	Der letzte Wille	409893
1379	153	12	Cassandra	529933
1380	153	13	Abschied von Ridgelake	169254
1381	154	1	Buchstabensalat	451600
1382	154	2	Scharlatan	575013
1383	154	3	Ein seltsamer Fund	485560
1384	154	4	Klartext	102787
1385	154	5	Ein einfacher Auftrag	243307
1386	154	6	Absturz	173933
1387	154	7	Ein hübscher kleiner Einbruch	362387
1388	154	8	Aufklärung	380133
1389	154	9	Ausgeflogen	494013
1390	154	10	Gold?	300427
1391	154	11	Die Erde bebt	384000
1392	154	12	In der Todesfalle	513787
1393	154	13	Falsche Prognose	186560
1394	155	1	Treibgut	274747
1395	155	2	Pirate's Point	129360
1396	155	3	Die Wand	233053
1397	155	4	Der Gefangene	376533
1398	155	5	King Kong und Freddy Krueger	252174
1399	155	6	Geheimbund	150400
1400	155	7	Die Löwenritter	592760
1401	155	8	Tatze und Schwert	319853
1402	155	9	Jagd auf Schuhe	170960
1403	155	10	Putzmann aus der Uni	181587
1404	155	11	Der Schlüssel	191906
1405	155	12	Zwischen Ameisen und Mistgabel	219827
1406	155	13	Die geheime Treppe	893973
1407	156	1	Zerstörte Kulissen	249707
1408	156	2	Kulturprogramm	171760
1409	156	3	Das Stadttheater	171746
1410	156	4	Dunkelheit	555867
1411	156	5	Gelogen	333627
1412	156	6	Nachts im Theater	285920
1413	156	7	Die Diva von Rocky Beach	389346
1414	156	8	Überraschung	387480
1415	156	9	Seemannsknoten	392387
1416	156	10	Nachtschicht	234307
1417	156	11	Abgereist	76093
1418	156	12	Manipulation	612507
1419	157	1	Yonderwood	228680
1420	157	2	Die Geisterstadt	1016960
1421	157	3	Vampirjäger	77947
1422	157	4	Bibelvers	223280
1423	157	5	Versammlung	376013
1424	157	6	Hilfe!	259240
1425	157	7	Durchsucht	281067
1426	157	8	Jenseits der Wälder	399240
1427	157	9	Nacht des Grauens	1055426
1428	157	10	Überfall!	169307
1429	157	11	Der Schatz der Katze	571373
1430	158	1	In die Höhe getrieben	515053
1431	158	2	Mädchen für alles	335134
1432	158	3	Ein neuer Auftrag	223080
1433	158	4	Stimmen	319933
1434	158	5	Pop-Art	95960
1435	158	6	Vertrocknete Blüte	142867
1436	158	7	Das Grauen in den Katakomben	321960
1437	158	8	Totengericht	96560
1438	158	9	Ägyptische Flüche	113346
1439	158	10	Durch die Blume	153694
1440	158	11	Fix und alle	194000
1441	158	12	Barocke Meisterwerke	614573
1442	158	13	Sprechende Pflanzen	436187
1443	159	1	Die Cola	249733
1444	159	2	Bleiche Fratze	268427
1445	159	3	Sammlerstück	225173
1446	159	4	Dunkle Erinnerung	406800
1447	159	5	Eine Straße in Angst	677920
1448	159	6	Verfolgt	545974
1449	159	7	Kriegsrat	261360
1450	159	8	Unheimliche Begegnungen	532280
1451	159	9	Sturm	300133
1452	159	10	Eine heiße Spur	382853
1453	159	11	Wendepunkt	338267
1454	159	12	Der Fluch der Sheldon Street	400720
1455	159	13	Triumph	167520
1456	160	1	Die Cola	262987
1457	160	2	Papierdrachen	227400
1458	160	3	Außerirdische	311293
1459	160	4	Der Heilige Gral	206427
1460	160	5	Freitag, der 13.	480586
1461	160	6	3 × 9 = 27	230680
1462	160	7	Blamiert	239000
1463	160	8	Jesper	422160
1464	160	9	Exklusivrechte	406107
1465	160	10	Cliffhanger	339920
1466	160	11	Film ab!	226693
1467	160	12	Rote Farbe	551680
1468	161	1	Die Cola	231413
1469	161	2	Du hast noch nicht einmal gefragt!	329080
1470	161	3	Du bist doch verliebt, Peter!	190040
1471	161	4	Das Geschäft des Monats!	259000
1472	161	5	Mein Name ist Peter!	361520
1473	161	6	Der Brief wurde abgegeben!	209547
1474	161	7	Auf den Novalux-Projektor!	362360
1475	161	8	Das bin ich dir schuldig!	258440
1476	161	9	Warum sollte ich das tun?	181360
1477	161	10	Hört ihr das nicht?	431800
1478	161	11	Nein, Bob! Die mag mich doch!	290160
1479	161	12	Aber genau das ist doch sehr seltsam!	258480
1480	161	13	Ein Zeichen?	311813
1481	161	14	Hier eine Sondermeldung!	303187
1482	161	15	Darf ich reinkommen?	437800
1483	162	1	Liebe Hunde und böse Kekse	579040
1484	162	2	Diebstahl	208893
1485	162	3	Pressekonferenz	132627
1486	162	4	Peter, der Hellseher	170400
1487	162	5	Angst vor Gnomen	147067
1488	162	6	Nordlicht und Wölfe	155346
1489	162	7	Blut	208040
1490	162	8	Der pure Luxus	186307
1491	162	9	Geruchssinn	253827
1492	162	10	Bob wird überfahren	301360
1493	162	11	Alleingang	726226
1494	162	12	Fleckenteufel	170480
1495	162	13	Eine arktische Erinnerung	197614
1496	163	1	Nicht zu packen	193667
1497	163	2	Onkel Tony	378986
1498	163	3	Ruby Tuesday	240987
1499	163	4	Babyface	722947
1500	163	5	Schnitzeljagd	180213
1501	163	6	Atbash	288533
1502	163	7	Keine leichte Aufgabe	189960
1503	163	8	Rebus	376400
1504	163	9	Ivory	212054
1505	163	10	Im Elfenbeinturm	372386
1506	163	11	Bergamotte	465787
1507	164	1	Der Albtraum	211747
1508	164	2	Der Schatzsucher	548840
1509	164	3	Wasser und Erde	372986
1510	164	4	Ein neuer Auftrag	281387
1511	164	5	Interview	92307
1512	164	6	Im Urlaub	86226
1513	164	7	Luft	451067
1514	164	8	Ein alter Vertrag	168107
1515	164	9	Überraschende Wendung	191093
1516	164	10	Es spukt	108080
1517	164	11	Sesam öffne dich	609707
1518	164	12	Unterirdisch	767826
1519	164	13	Geister	366627
1520	165	1	Worum geht es?	138133
1521	165	2	Verdeckte Ermittlungen	318094
1522	165	3	Sicher ist sicher	251240
1523	165	4	Ein Laden mit Schwertern	193000
1524	165	5	In Kontakt	87866
1525	165	6	Kalter Empfang	350707
1526	165	7	Unerwünscht	447560
1527	165	8	Das Geheimnis im Turm	180147
1528	165	9	Am Abgrund	147813
1529	165	10	Die Botschaft des Meisters	504240
1530	165	11	Das goldene Schwert	386640
1531	165	12	Angst	717107
1532	166	1	Band-Probe	240240
1533	166	2	Verschwunden	524347
1534	166	3	Zwischen den Stühlen	147093
1535	166	4	Depressionen?	263773
1536	166	5	Ausreißer	486054
1537	166	6	SynRea	151026
1538	166	7	Neue Energie	197800
1539	166	8	Elite-Einheiten	296814
1540	166	9	Ertappt	614226
1541	166	10	Der Meister	468800
1542	166	11	Am Ende des Weges	175440
1543	166	12	Alles vergessen	109840
1544	167	1	Eine fiebrige Warnung	505680
1545	167	2	Ein neuer Fall	110747
1546	167	3	Seltsamer Duft	300880
1547	167	4	Dem Spuk auf der Spur	255933
1548	167	5	Gemeingefährlich	261280
1549	167	6	Sinnvolle Aufgabenteilung	73693
1550	167	7	Heimsuchung	175867
1551	167	8	Ziel verfehlt	119720
1552	167	9	Ein mysteriöser Montag	178733
1553	167	10	Angriff aus der Finsternis	109507
1554	167	11	Schicksalhafte Begegnung	206613
1555	167	12	Abschreckende Viecher	175587
1556	167	13	Ein Rätsel wird gelöst	194840
1557	167	14	Zwei Fragezeichen greifen ein	264227
1558	167	15	Alles oder nichts	180920
1559	167	16	Apfelkrise	316133
1560	168	1	Samuels Vermächtnis	883827
1561	168	2	Im Grund des Feuers	240013
1562	168	3	Vermummt	369693
1563	168	4	Wassergeist	205614
1564	168	5	Wo ist Bob?	130400
1565	168	6	Taylor & Co.	428213
1566	168	7	Rätselfieber	510173
1567	168	8	Ein alter Bekannter	542440
1568	168	9	Zwischentöne	460160
1569	169	1	Verflucht	408987
1570	169	2	Der gläserne Safe	1274266
1571	169	3	Neurotoxin	238974
1572	169	4	Ein mysteriöses Paket	464053
1573	169	5	Der Stern in der Dunkelheit	237293
1574	169	6	Feurige Flut	246067
1575	169	7	Kleines Rätsel	101920
1576	169	8	SOS	873080
1577	169	9	Zahltag	167293
1578	170	1	Die Geisterbahn	418747
1579	170	2	Paket dem Gouverneur übergeben	75880
1580	170	3	Werbeanzeigen lesen	149720
1581	170	4	Vor Bubba verstecken	103826
1582	170	5	Geisterbahn beobachten	49894
1583	170	6	Paket selbst öffnen	46200
1584	170	7	Bei Bubba bleiben	68920
1585	170	8	Mit Joey sprechen	229906
1586	170	9	Flucht zu den drei ???	71307
1587	170	10	Mit Bubba Detroit sprechen	68480
1588	170	11	Joey verfolgen	143093
1589	170	12	Justus hinterher rennen	48574
1590	170	13	Bei den drei ??? bleiben	99920
1591	170	14	Ich habe viel Geld	75506
1592	170	15	Bubba abschütteln	117347
1593	170	16	Geisterbahn von innen untersuchen	148747
1594	170	17	Verstecken in der Achterbahn	129893
1595	170	18	Geisterbahn von außen untersuchen	144307
1596	170	19	Die Zaubershow besuchen	144506
1597	170	20	Ich habe wenig Geld	116587
1598	170	21	Mit Marilyn sprechen	202760
1599	170	22	Verstecken in der Geisterbahn	341200
1600	170	23	Die Frau mit der Flugtasche befragen	137253
1601	170	24	Zu Margarine schleichen	116787
1602	170	25	Flucht über die Grenze nach Süden	81427
1603	170	26	Der nimmt mir alles weg	100080
1604	170	27	Den Verfolger verfolgen	67613
1605	171	1	weiter mit Track 28	15467
1606	171	2	weiter mit Track 28	15240
1607	171	3	weiter mit Track 28	15240
1608	171	4	weiter mit Track 28	15240
1609	171	5	weiter mit Track 28	15240
1610	171	6	weiter mit Track 28	15240
1611	171	7	weiter mit Track 28	15240
1612	171	8	weiter mit Track 28	15240
1613	171	9	weiter mit Track 28	15240
1614	171	10	weiter mit Track 28	15240
1615	171	11	weiter mit Track 28	15240
1616	171	12	weiter mit Track 28	15240
1617	171	13	weiter mit Track 28	15240
1618	171	14	weiter mit Track 28	15240
1619	171	15	weiter mit Track 28	15240
1620	171	16	weiter mit Track 28	15240
1621	171	17	weiter mit Track 28	15240
1622	171	18	weiter mit Track 28	15240
1623	171	19	weiter mit Track 28	15240
1624	171	20	weiter mit Track 28	15240
1625	171	21	weiter mit Track 28	15240
1626	171	22	weiter mit Track 28	15240
1627	171	23	weiter mit Track 28	15240
1628	171	24	weiter mit Track 28	15240
1629	171	25	weiter mit Track 28	15240
1630	171	26	weiter mit Track 28	15240
1631	171	27	weiter mit Track 28	15240
1632	171	28	Die Frau mit der Flugtasche verfolgen	126253
1633	171	29	Wir warten auf Mrs. Millar	115533
1634	171	30	Wir wollen bleiben	239574
1635	171	31	Die Tür öffnen	211440
1636	171	32	Wir wollen die Belohnung	159546
1637	171	33	Eine Autofahrt	244387
1638	171	34	Ich helfe Justus bei der Arbeit	174507
1639	171	35	Mrs. Millar nicht treffen	94360
1640	171	36	Die Popcorntüte stehlen	111720
1641	171	37	Jemand soll mich umprogrammieren	103493
1642	171	38	Die Krebs-Anzeige ist wichtig	148987
1643	171	39	Joey an der Flucht hindern	76586
1644	171	40	$100 auftreiben	120760
1645	171	41	Mit einem Schuh werfen	118574
1646	171	42	In der Geisterbahn nachsehen	380066
1647	171	43	Um eine Mitfahrgelegenheit bitten	76134
1648	171	44	Die Popcorn-Anzeige ist wichtig	84280
1649	171	45	Postfächer überwachen	205613
1650	171	46	Wir wollen gehen	86147
1651	171	47	Mehr als vier Mal "Ja!" geantwortet	113146
1652	171	48	Weniger als vier Mal "Ja!" geantwortet	77987
1653	171	49	Ich will für immer bleiben	89640
1654	171	50	Durch das Fenster fliehen	192467
1655	171	51	Wir wollen die Belohnung nicht	67386
1656	171	52	Justus arbeitet alleine	125000
1657	171	53	Um Hilfe rufen	62560
1658	171	54	Etwas Einmaliges tun	128960
1659	171	55	Mrs. Millar treffen	73694
1660	171	56	Auf dem Riesenrad	106466
1661	171	57	Wir gehen hinein	82574
1662	171	58	Mortons zweite Chance	87880
1663	172	1	Vandalismus	387640
1664	172	2	Terror in Seven Pines	280960
1665	172	3	Nein!	79067
1666	172	4	Nacht in Angst	223813
1667	172	5	Miss Biss	236293
1668	172	6	Junge ohne Namen	646014
1669	172	7	Ein Baum in Nöten	324000
1670	172	8	Kein gutes Verhältnis	96066
1671	172	9	Auf Leben und Tod	431854
1672	172	10	Echte Kerle	140080
1673	172	11	Rachespiel	171800
1674	172	12	Bombenstimmung	208960
1675	172	13	Schutt und Asche	312573
1676	172	14	Happy Ending	178653
1677	173	1	Eine rätselhafte Erbschaft	524213
1678	173	2	Persönliche Einschätzung	247160
1679	173	3	Das Haus des Sammlers	484480
1680	173	4	Cochin Big Blind	469187
1681	173	5	Überfall	119440
1682	173	6	Verschlossen	119213
1683	173	7	Auf Draht	134547
1684	173	8	Der Flugzeugfan	282253
1685	173	9	Konkurrenz schläft nicht	84214
1686	173	10	Atemlos	260826
1687	173	11	Gerry	557574
1688	173	12	Verkauft	211240
1689	173	13	Der Uhrensammler	287746
1690	173	14	Ein Detektiv verschwindet	273000
1691	174	1	Fragezeichen	140907
1692	174	2	In Rashuras Hölle	377200
1693	174	3	Rettung	198613
1694	174	4	Wo ist Bob?	258480
1695	174	5	Heimlicher Fan	224920
1696	174	6	Ein Hauch von Gift	342320
1697	174	7	Der Stern von Kerala	368160
1698	174	8	Eine wichtige Spur	93000
1699	174	9	Ein verdächtiger Polizist	265973
1700	174	10	Strandcafé Rocky Beach	276054
1701	174	11	Leviathan	430200
1702	174	12	Selbstmord	152746
1703	174	13	Hände hoch!	147347
1704	174	14	Ausbruch	460533
1705	174	15	Poker-Einsatz	174960
1706	174	16	Untergang	188827
1707	175	1	Blödmänner	281320
1708	175	2	Streit um eine Frau	218400
1709	175	3	Anudharas Fluch	289520
1710	175	4	Rachel's Delight	493800
1711	175	5	Tauchgang in der Geisterbucht	626507
1712	175	6	Kennziffer	185600
1713	175	7	Familienangelegenheiten	161693
1714	175	8	Indisch	512893
1715	175	9	Eine Falle	150440
1716	175	10	Keine Tricks	225387
1717	175	11	Die letzte Tür	617840
1718	176	1	Guten Morgen, Rocky Beach	404573
1719	176	2	Haltet den Dieb!	538094
1720	176	3	Alarm!	267026
1721	176	4	Überfall	159387
1722	176	5	Aufgekauft	199200
1723	176	6	Vorsicht, Schlange!	841947
1724	176	7	Weiße Weihnacht	126426
1725	176	8	Was fehlt denn da?	436134
1726	176	9	Jailhouse Rock	197666
1727	177	1	Der schwarze Riese	326280
1728	177	2	Goldie	150773
1729	177	3	Wertvolles Gemälde	94520
1730	177	4	Schmetterlingsflügel	337320
1731	177	5	Menschenkenntnis	97520
1732	177	6	Schwarze Sonne	220707
1733	177	7	Pappnasen	155907
1734	177	8	Wer fürchtet sich vorm schwarzen Mann?	187866
1735	177	9	Weißer Spuk	614094
1736	177	10	Sommerblut	249760
1737	177	11	Blauer Baum	133000
